source,scheme_id,title,summary,ministry,categories,beneficiary_state,tags,official_links,document_links,contact_numbers,contact_emails,office_addresses,how_to_apply,eligibility,required_documents,faqs
india.gov.in,syss,Skilled Youth Startup Scheme,Sikkim Skilled Youth Startup Scheme was launched in 2020 and is implemented by the Department of Commerce & Industries which aims at assisting the educated unemployed youth in setting up a myriad of enterprises through loans with back-ended financial subsidy assistance.,,"Business & Entrepreneurship; Agriculture,Rural & Environment; Skills & Employment",,Business; StartUp; Employment; Entrepreneurship; Youth,https://www.india.gov.in/my-government/schemes/search?keyword=Skilled%20Youth%20Startup%20Scheme,,,,,,,,
india.gov.in,aipbo-faascdmf,"""Annual Insurance Premium for Boat Owners"" under ""Financial Assistance for Availing Subsidy Components for the Development of Marine Fisheries""","""Annual Insurance Premium for Boat Owners"" under ""Financial Assistance for Availing Subsidy Components for the Development of Marine Fisheries"" is introduced to increase marine fish production through subsidies for the annual premiums for insurance coverage paid by the mechanized boat operators.",,"Agriculture,Rural & Environment; Banking,Financial Services and Insurance",,Insurance; Boat; Marine; Fisheries; Fisherman,https://www.india.gov.in/my-government/schemes/search?keyword=%22Annual%20Insurance%20Premium%20for%20Boat%20Owners%22%20under%20%22Financial%20Assistance%20for%20Availing%20Subsidy%20Components%20for%20the%20Development%20of%20Marine%20Fisheries%22,,,,,,,,
india.gov.in,fafpfrgnrgnwa,Financial Assistance To Fishermen For Purchase of Fisheries Requisites (Gill Net/ River Gill Net with Accessories),"“Financial Assistance To Fishermen For Purchase of Fisheries Requisites” is a scheme by the Department of Fisheries, Government of Goa. Through this scheme, a 50% subsidy is provided to the fishermen of Goa for the purchase of fisheries requisites (gill nets with accessories).",,"Agriculture,Rural & Environment",,Fishermen; Fish; Subsidy; Financial Assistance; Marine,https://www.india.gov.in/my-government/schemes/search?keyword=Financial%20Assistance%20To%20Fishermen%20For%20Purchase%20of%20Fisheries%20Requisites%20%28Gill%20Net/%20River%20Gill%20Net%20with%20Accessories%29,,,,,,,,
india.gov.in,fapbov,Financial Assistance for Purchase of Battery Operated Vehicles,"The scheme aims to provide financial assistance to eligible residents of Puducherry for the purchase of Battery-Operated vehicles. The scheme provides financial support, including an investment subsidy of ₹80,000/- provided by the Ministry of New and Renewable Energy, Govt. of India.",,"Banking,Financial Services and Insurance; Transport & Infrastructure; Agriculture,Rural & Environment",,Investment; Vehicle; Battery; Subsidy; Loan,https://www.india.gov.in/my-government/schemes/search?keyword=Financial%20Assistance%20for%20Purchase%20of%20Battery%20Operated%20Vehicles,,,,,,,,
india.gov.in,spwfrpsmb-faascdmf,Subsidy for the Purchase of Wooden/Fiber Reinforced Plastic/Steel Mechanised Boats,"The scheme ""Subsidy for the Purchase of Wooden/Fiber Reinforced Plastic/Steel Mechanised Boats"" is introduced by the Government of Puducherry with the objective of increasing marine fish production by extending subsidies for the procurement of wooden/fiber-reinforced plastic/steel mechanized boats.",,"Agriculture,Rural & Environment",,Boat; Subsidy; Fisherman; Fisheries; Financial Assistance,https://www.india.gov.in/my-government/schemes/search?keyword=Subsidy%20for%20the%20Purchase%20of%20Wooden/Fiber%20Reinforced%20Plastic/Steel%20Mechanised%20Boats,,,,,,,,
india.gov.in,swhsds,Solar Water Heating System (Domestic Sector),"The scheme ""Solar Water Heating System (Domestic Sector)"" by the Renewable Energy Department, Haryana, aims to promote the use of solar energy for domestic water heating by providing a financial subsidy to the residents of Haryana and Haryana Government employees residing in Chandigarh.",,"Agriculture,Rural & Environment",,Renewable Energy; Solar Water Heater; Solar Energy; Green Energy Initiative,https://www.india.gov.in/my-government/schemes/search?keyword=Solar%20Water%20Heating%20System%20%28Domestic%20Sector%29,,,,,,,,
india.gov.in,spfrpcvwnmpcn-faascdmf,"""Subsidy for the Purchase of Fiber-reinforced Plastic Cattamaran/ Vallam/ Wooden Nava/ Marine Plywood Canoe With Nets"" under ""Financial Assistance for Availing Subsidy Components for the Development of Marine Fisheries""","The scheme ""Subsidy for the Purchase of Fiber-reinforced Plastic Cattamaran/ Vallam/ Wooden Nava/ Marine Plywood Canoe With Nets"" is introduced to increase marine fish production by extending subsidies to the fishermen for the procurement of fiber-reinforced plastic vallam with nets.",,"Agriculture,Rural & Environment",,Subsidy; Boat; Fisherman; Financial Assistance; Procurement,https://www.india.gov.in/my-government/schemes/search?keyword=%22Subsidy%20for%20the%20Purchase%20of%20Fiber-reinforced%20Plastic%20Cattamaran/%20Vallam/%20Wooden%20Nava/%20Marine%20Plywood%20Canoe%20With%20Nets%22%20under%20%22Financial%20Assistance%20for%20Availing%20Subsidy%20Components%20for%20the%20Development%20of%20Marine%20Fisheries%22,,,,,,,,
india.gov.in,safpofn,Intensive Fisheries Development Programme - Subsidy on Purchase of Fishing Nets (Scheduled Caste),"The scheme aims to provide financial assistance to individuals from Scheduled Caste families engaged in fishing activities for the purchase of fishing nets. Under this scheme, a 60% subsidy or up to ₹24,000, on the purchase of fishing nets worth ₹40,000/- will be provided to eligible beneficiaries.",,"Agriculture,Rural & Environment",,Fishing Nets; Subsidy; Fishermen; Scheduled Caste; Fisheries,https://www.india.gov.in/my-government/schemes/search?keyword=Intensive%20Fisheries%20Development%20Programme%20-%20Subsidy%20on%20Purchase%20of%20Fishing%20Nets%20%28Scheduled%20Caste%29,,,,,,,,
india.gov.in,gspevcsg,Grant of Subsidy for Purchase of 'Electric Vehicles' to Consumers in State of Goa,"The scheme provides financial assistance in the form of a subsidy for the purchase or conversion of Electric two-wheelers, three-wheelers, and four-wheelers, along with scrapping incentives for old vehicles, incentives for local manufacturing in Goa, and low-cost loans provided by CESL.",,"Agriculture,Rural & Environment; Transport & Infrastructure",,Subsidy; Vehicle; Consumer; Incentive; Transport,https://www.india.gov.in/my-government/schemes/search?keyword=Grant%20of%20Subsidy%20for%20Purchase%20of%20%27Electric%20Vehicles%27%20to%20Consumers%20in%20State%20of%20Goa,,,,,,,,
india.gov.in,fapsna,Financial Assistance for Purchase of Stake Net and its Accessories,"“Financial Assistance for Purchase of Stake Net and its Accessories” is a scheme by the Dept. of Fisheries, Govt. of Goa. Under this scheme, financial assistance is provided in the form of a subsidy on the purchase of stake nets and accessories for the fishermen.",,"Agriculture,Rural & Environment",,Fishermen; Fish; Subsidy; Financial Assistance,https://www.india.gov.in/my-government/schemes/search?keyword=Financial%20Assistance%20for%20Purchase%20of%20Stake%20Net%20and%20its%20Accessories,,,,,,,,
india.gov.in,pregnant-desiindigenous-cows-ration,Maintenance Of Pregnant Desi Indigenous Cows Ration For BPL Families,"The Department of Animal Husbandry, Government of Himachal Pradesh had introduced a scheme with the help of which balanced ration at the rate 3kg/day/cow or buffalo for maximum of two animals for three months during the last trimester of pregnancy at 50% subsidy.",,"Agriculture,Rural & Environment",,Pregnant Desi Indigenous Cows; Balanced Ration; BPL Families,https://www.india.gov.in/my-government/schemes/search?keyword=Maintenance%20Of%20Pregnant%20Desi%20Indigenous%20Cows%20Ration%20For%20BPL%20Families,,,,,,,,
india.gov.in,rsesthsdo-faascdmf,Reimbursement/ Spot Exemption of Sales Tax on High-Speed Diesel Oil,"The scheme ""Reimbursement/ Spot Exemption of Sales Tax on High-Speed Diesel Oil"" under ""Financial Assistance for Availing Subsidy Components for the Development of Marine Fisheries"" introduced to reimburse the sales tax on high-speed diesel oil used by the registered mechanized boat operators.",,"Agriculture,Rural & Environment",,Reimbursement; Exemption; Tax; Diesel; Oil; Fisherman; Fish,https://www.india.gov.in/my-government/schemes/search?keyword=Reimbursement/%20Spot%20Exemption%20of%20Sales%20Tax%20on%20High-Speed%20Diesel%20Oil,,,,,,,,
india.gov.in,fapcnfclt26ffiw,Financial Assistance to Purchase/Construct New Fishing Craft less than 26 feet for Fishing in Inland Waters of Goa,"The scheme has been introduced to uplift the sizeable community of traditional Fishermen, by providing them financial help in the form of subsidy on the construction/ purchase of Fishing Craft less than 26 feet for fishing in inland waters of Goa. The applications are accepted only in offline mode.",,"Agriculture,Rural & Environment",,Fishermen; Fish; Subsidy; Financial Assistance,https://www.india.gov.in/my-government/schemes/search?keyword=Financial%20Assistance%20to%20Purchase/Construct%20New%20Fishing%20Craft%20less%20than%2026%20feet%20for%20Fishing%20in%20Inland%20Waters%20of%20Goa,,,,,,,,
india.gov.in,fatpomo2t5ffttfc,Financial Assistance to Purchase Outboard Motor of 2HP to 5 HP for Fitting to the Fishing Canoe,"“Financial Assistance to Purchase Outboard Motor of 2HP to 5 HP for Fitting to the Fishing Canoe” is a scheme by the Department of Fisheries, Government of Goa. This Scheme has been introduced to grant financial assistance in the form of a subsidy on the purchase of an outboard motor of 2HP to 5HP.",,"Agriculture,Rural & Environment",,Fishermen; Fish; Financial Assistance; Subsidy,https://www.india.gov.in/my-government/schemes/search?keyword=Financial%20Assistance%20to%20Purchase%20Outboard%20Motor%20of%202HP%20to%205%20HP%20for%20Fitting%20to%20the%20Fishing%20Canoe,,,,,,,,
india.gov.in,fapbnia,Financial Assistance for Purchase of Barrier Net and its Accessories,"“Financial Assistance for Purchase of Barrier Net and its Accessories” is a scheme by Dept. of Fisheries, Govt. of Goa. Under this Scheme financial assistance is provided as a subsidy on the purchase of barrier nets and accessories for the fishermen. The applications are accepted offline.",,"Agriculture,Rural & Environment",,Fishermen; Fish; Subsidy; Financial Assistance,https://www.india.gov.in/my-government/schemes/search?keyword=Financial%20Assistance%20for%20Purchase%20of%20Barrier%20Net%20and%20its%20Accessories,,,,,,,,
india.gov.in,lmmls,LIDCOM Margin Money Loan Scheme,"In this scheme, for a loan limit from ₹50,001 to ₹5,00,000/-, 20% of the Project cost loan as Seed Capital is paid by the Corporation @ 4% interest per annum. A maximum of ₹10,000/- will be paid as a subsidy by Corporation. A 5% amount of project cost will have to be contributed by the beneficiary.",,"Banking,Financial Services and Insurance; Social welfare & Empowerment",,Loan; Subsidy; Scheduled Caste; Banking,https://www.india.gov.in/my-government/schemes/search?keyword=LIDCOM%20Margin%20Money%20Loan%20Scheme,,,,,,,,
india.gov.in,ostps-atisis,"""Orthodox or Specialty Tea Production Subsidy"" under the ""Assam Tea Industries Special Incentives Scheme""","The scheme aims to ensure long-term financial sustainability of the Tea industry and to incentivize manufacturers to move from Crush, Tear, Curl tea to Orthodox tea production. The scheme is implemented by the Finance Department and the Industries & Commerce Department, Government of Assam.",,"Agriculture,Rural & Environment; Banking,Financial Services and Insurance",,Subsidy; Tea; Production; Incentive; Industry,https://www.india.gov.in/my-government/schemes/search?keyword=%22Orthodox%20or%20Specialty%20Tea%20Production%20Subsidy%22%20under%20the%20%22Assam%20Tea%20Industries%20Special%20Incentives%20Scheme%22,,,,,,,,
india.gov.in,iswc-atisis,"""Interest Subvention on Working Capital"" under the ""Assam Tea Industries Special Incentives Scheme""","The scheme aims to ensure long term financial sustainability of the Tea industry and incentivize Orthodox tea production over Crush, Tear, Curl tea. It provides interest subvention, production subsidies, plant & machinery subsidies, tax holidays to tea plantations and manufacturing units in Assam.",,"Agriculture,Rural & Environment; Banking,Financial Services and Insurance",,Subsidy; Capital; Interest; Incentive; Industry,https://www.india.gov.in/my-government/schemes/search?keyword=%22Interest%20Subvention%20on%20Working%20Capital%22%20under%20the%20%22Assam%20Tea%20Industries%20Special%20Incentives%20Scheme%22,,,,,,,,
india.gov.in,avg,Arka Vertical Garden,"""Arka Vertical Garden"" aims to promote vertical gardening in urban and peri-urban areas to increase self-sufficiency and produce pesticide-free vegetables. The scheme provides subsidized vertical garden structures to help families grow their choice of vegetables using vertical space.",,"Agriculture,Rural & Environment",,Garden; Environment; Plant; Irrigation; Subsidy,https://www.india.gov.in/my-government/schemes/search?keyword=Arka%20Vertical%20Garden,,,,,,,,
india.gov.in,rfds,Reservoir Fisheries Development Scheme,"The scheme ""Reservoir Fisheries Development Scheme"" by the Department of Fisheries, Government of Jharkhand, enhances fish production and livelihood opportunities for registered fisheries cooperatives through the provision of fish fingerlings, boats, and nets.",,"Agriculture,Rural & Environment",,Financial Assistance; Fisheries; Subsidy; Development,https://www.india.gov.in/my-government/schemes/search?keyword=Reservoir%20Fisheries%20Development%20Scheme,,,,,,,,
india.gov.in,scfkikaofhr,PMMSY: Construction of Fish Kiosks Including Kiosks of Aquarium/Ornamental Fish-Haryana,"The scheme aims to provide central assistance for the construction of fish kiosks, including those for aquarium/ornamental fish.",,"Agriculture,Rural & Environment; Skills & Employment",,Subsidy; Aquarium; Ornamental; Construction; Koisks,https://www.india.gov.in/my-government/schemes/search?keyword=PMMSY%3A%20Construction%20of%20Fish%20Kiosks%20Including%20Kiosks%20of%20Aquarium/Ornamental%20Fish-Haryana,,,,,,,,
india.gov.in,cngophr,PMMSY: Construction of New Grow Out Ponds - Haryana,"The scheme aims to expand fisheries in various urban and semi-urban areas through the construction of new grow-out ponds. Through this scheme, subsidies are provided for the construction of new grow-out ponds to beneficiaries who are engaged in fisheries.",,"Agriculture,Rural & Environment",,Subsidy; Fish; Farming; PMMSY; Ponds,https://www.india.gov.in/my-government/schemes/search?keyword=PMMSY%3A%20Construction%20of%20New%20Grow%20Out%20Ponds%20-%20Haryana,,,,,,,,
india.gov.in,gspaa-dfwasaofbc,"Grant of 50% Subsidy for the Purchase of Aquarium and Its Accessories under ""Development of Freshwater Aquaculture and Setting up of Aquarium, Ornamental Fish Breeding Centre""","""Grant of 50% Subsidy for the Purchase of Aquarium and Its Accessories"" is introduced with the objective to propagate the importance of aquarium keeping and to inculcate the art of aquarium keeping among the general public. The scheme is extended to all the regions of Puducherry.",,"Agriculture,Rural & Environment",,Fisheries; Aquarium; Subsidy; Financial Assistance; Aquaculture; Fish,https://www.india.gov.in/my-government/schemes/search?keyword=Grant%20of%2050%25%20Subsidy%20for%20the%20Purchase%20of%20Aquarium%20and%20Its%20Accessories%20under%20%22Development%20of%20Freshwater%20Aquaculture%20and%20Setting%20up%20of%20Aquarium%2C%20Ornamental%20Fish%20Breeding%20Centre%22,,,,,,,,
india.gov.in,speoepsgugmmapuy,"Scheme for Providing Employment Opportunities by Establishing Piggery, Sheep and Goat Units (General) under Mukhya Mantri Antyodaya Parivaar Utthan Yojana","Under this scheme, an unemployed resident of Haryana who is between 18 and 60 years of age can avail a 25% subsidy on the cost of livestock, provided they have taken a loan for establishing a 10+1 Piggery unit or a 15+1 Sheep/Goat unit.",,"Agriculture,Rural & Environment",,Antodayay; Piggery Unit; Sheep Unit; Goat Unit; Financial Assistance; Subsidy; Subsidy; Unemployed; Animal Husbandry,https://www.india.gov.in/my-government/schemes/search?keyword=Scheme%20for%20Providing%20Employment%20Opportunities%20by%20Establishing%20Piggery%2C%20Sheep%20and%20Goat%20Units%20%28General%29%20under%20Mukhya%20Mantri%20Antyodaya%20Parivaar%20Utthan%20Yojana,,,,,,,,
india.gov.in,sehtmdu,Scheme for Establishment of Hi-Tech and Mini Dairy Units,"Under this scheme, unemployed persons will be assisted by way of providing financial assistance in form of subsidy for establishing dairy units of 4, 10, 20 & 50 milch animals like buffaloes, indigenous cows (Hariana, Sahiwal, Belahi, Red Sindhi, Tharparkar and Gir breeds only) and crossbred cows.",,"Agriculture,Rural & Environment",,Mini Dairy Unit; Hi-Tech; Animal Husbandry; Self-employment; Unemployed; Milch Animal; Interest Subvention; Subsidy; Financial Assistance,https://www.india.gov.in/my-government/schemes/search?keyword=Scheme%20for%20Establishment%20of%20Hi-Tech%20and%20Mini%20Dairy%20Units,,,,,,,,
india.gov.in,afpfribm,Assistance to the Fishermen for Purchase of Fisheries Requisites,"The scheme aims to provide one-time financial assistance in the form of a subsidy for the purchase of essential fisheries-related equipment, including support for the installation of IBM engines, procurement of electrical or solar equipment, and the purchase of insulated ice boxes for fish storage.",,"Agriculture,Rural & Environment",,Fishermen; Bank Loan; Fisheries Requisites; Solar Equipment; Ice Boxes; IBM Engine; Electrical Equipment,https://www.india.gov.in/my-government/schemes/search?keyword=Assistance%20to%20the%20Fishermen%20for%20Purchase%20of%20Fisheries%20Requisites,,,,,,,,
india.gov.in,fapsnsrna,Financial Assistance To Purchase Singel Net / Small Rampon Net & Its Accessories,"The scheme “Financial Assistance To Purchase Singel Net / Small Rampon Net & Its Accessories” is a scheme by the Department of Fisheries, Government of Goa. Through this scheme, a 50% subsidy is provided to the fishermen of Goa for the purchase of Singel Net/ Small Rampon Net and its accessories.",,"Agriculture,Rural & Environment",,Fishermen; Fish; Subsidy; Financial Assistance; Marine,https://www.india.gov.in/my-government/schemes/search?keyword=Financial%20Assistance%20To%20Purchase%20Singel%20Net%20/%20Small%20Rampon%20Net%20%26%20Its%20Accessories,,,,,,,,
india.gov.in,facpwfrpfvcf,Financial Assistance for Construction/ Purchase of Wooden/ FRP Fishing Vessel (Canoe) for Fishermen,"Through this scheme, 50% of the actual cost of the Wooden/ Fiber-Reinforced Plastic (FRP) Fishing Vessel (Canoe) purchased by the fishermen is covered by the Government of Goa. The applicant will be entitled to a subsidy grant once every four years on one craft per family household.",,"Agriculture,Rural & Environment",,Fisheries; Fisherman; Subsidy; Financial Assistance; Marine,https://www.india.gov.in/my-government/schemes/search?keyword=Financial%20Assistance%20for%20Construction/%20Purchase%20of%20Wooden/%20FRP%20Fishing%20Vessel%20%28Canoe%29%20for%20Fishermen,,,,,,,,
india.gov.in,cfm,Construction of Fish Markets,"“Construction of Fish Markets” is a scheme by the Dept. of Fisheries, Govt. of Goa. Through this scheme, subsidy is provided to the local bodies such as Municipalities and Village Panchayat in the State of Goa for the construction of fish markets. The applications are accepted only in offline mode.",,"Agriculture,Rural & Environment",,Market; Infrastructure; Fish; Subsidy; Financial Assistance,https://www.india.gov.in/my-government/schemes/search?keyword=Construction%20of%20Fish%20Markets,,,,,,,,
india.gov.in,fatuvas,Financial Assistance to Take up Value Addition to Seafood,"Through this scheme, individuals who have been residents of Goa for the last 15 years, and are interested in setting up a unit for value-added fisheries products are provided financial assistance as a subsidy of 50% of the cost for the Construction or Renovation of the Unit/ Purchase of Equipment.",,"Agriculture,Rural & Environment",,Subsidy; Financial Assistance; Fisheries; Construction; Equipment,https://www.india.gov.in/my-government/schemes/search?keyword=Financial%20Assistance%20to%20Take%20up%20Value%20Addition%20to%20Seafood,,,,,,,,
india.gov.in,fapfpfoobm,Financial Assistance for Purchase of Fuel (Petrol) to the Fishermen for Operation of Out Board Motors,"The scheme “Financial Assistance for Purchase of Fuel (Petrol) to the Fishermen for Operation of Out Board Motors” is a scheme by the Department of Fisheries, Government of Goa. Through this scheme, a subsidy of ₹30 per Litre on a maximum consumption of 1700 Litre of Petrol is provided to fishermen.",,"Agriculture,Rural & Environment",,Fishermen; Fish; Subsidy; Financial Assistance; Petrol,https://www.india.gov.in/my-government/schemes/search?keyword=Financial%20Assistance%20for%20Purchase%20of%20Fuel%20%28Petrol%29%20to%20the%20Fishermen%20for%20Operation%20of%20Out%20Board%20Motors,,,,,,,,
india.gov.in,eebdsrs,Establishment of Entrepreneur for Breed Development in Small Ruminant Sector (Sheep and Goat Farming),"The scheme for the ""Establishment of Entrepreneurs for Breed Development in the Small Ruminant Sector (Sheep and Goat Farming)"" falls under the Sub-mission on Breed Development of Livestock and Poultry. The Entrepreneurs / Eligible Entities can establish sheep and goat breeding unit.","Ministry of Fisheries,Animal Husbandry and Dairying","Agriculture,Rural & Environment",,Entrepreneur; Breed; Investment; Subsidy; Sheep; Goat,https://www.india.gov.in/my-government/schemes/search?keyword=Establishment%20of%20Entrepreneur%20for%20Breed%20Development%20in%20Small%20Ruminant%20Sector%20%28Sheep%20and%20Goat%20Farming%29,,,,,,,,
india.gov.in,ieplss-goa,Incentives To Encourage Purchases From Local Suppliers Scheme,"The scheme aims to encourage consumption through local purchases and support the economies of ancillary units, local Micro, Small and Medium Enterprises, and traders. It provides a reimbursement of 2% (up to ₹5,00,000/- annually) on eligible local purchases to eligible manufacturing units in Goa.",,"Business & Entrepreneurship; Banking,Financial Services and Insurance",,Manufacturer; MSME; Enterprise; Horticulture; Subsidy; Incentive,https://www.india.gov.in/my-government/schemes/search?keyword=Incentives%20To%20Encourage%20Purchases%20From%20Local%20Suppliers%20Scheme,,,,,,,,
india.gov.in,fafwaf,Financial Assistance to Fresh Water Aquaculture Farms,"“Financial Assistance to Fresh Water Aquaculture Farms” is a scheme by the Dept. of Fisheries, Govt. of Goa. Through this scheme, financial assistance is provided to eligible fishermen for the construction and renovation of the Farm, for the purchase of farming equipment, and the purchase of feed.",,"Agriculture,Rural & Environment",,Fishermen; Fish; Aquaculture; Subsidy; Equipment; Shrimp,https://www.india.gov.in/my-government/schemes/search?keyword=Financial%20Assistance%20to%20Fresh%20Water%20Aquaculture%20Farms,,,,,,,,
india.gov.in,famcofg,Financial Assistance to Mussel Culture and Oyster Farming in Goa,"“Financial Assistance to Mussel Culture and Oyster Farming in Goa” is a scheme by the Dept. of Fisheries, Govt. of Goa. Through this scheme, financial assistance is provided to eligible fishermen for setting up units in estuarine waters, and in open sea. Only offline applications are accepted.",,"Agriculture,Rural & Environment",,Fishermen; Fish; Aquaculture; Subsidy; Financial Assistance,https://www.india.gov.in/my-government/schemes/search?keyword=Financial%20Assistance%20to%20Mussel%20Culture%20and%20Oyster%20Farming%20in%20Goa,,,,,,,,
india.gov.in,fafvrdfparfv,Financial Assistance to the Fish Vendors Registered with the Directorate of Fisheries to Purchase the Accessories Required for Fish Vending,"Under this scheme, Financial Assistance is provided to the fish vendors for the purchase of Crates, Weighing Balance, Insulated Box, Gloves, Stools, Platforms to keep Fish/ Shed/ Umbrella, Choppers, and Other Equipment, so that the fish can reach the people in hygienic conditions.",,"Agriculture,Rural & Environment",,Fish; Vendor; Business; Financial Assistance; Subsidy,https://www.india.gov.in/my-government/schemes/search?keyword=Financial%20Assistance%20to%20the%20Fish%20Vendors%20Registered%20with%20the%20Directorate%20of%20Fisheries%20to%20Purchase%20the%20Accessories%20Required%20for%20Fish%20Vending,,,,,,,,
india.gov.in,fasuofug,Financial Assistance for setting up of Ornamental Fish Unit in Goa,"“Financial Assistance for setting up of Ornamental Fish Unit in Goa” is a scheme by the Dept. of Fisheries, Govt. of Goa. Through this scheme, financial assistance is provided to eligible fishermen for setting up Breeding Units and Rearing Units. The applications are accepted only in offline mode.",,"Agriculture,Rural & Environment",,Fishermen; Fish; Aquaculture; Subsidy; Financial Assistance,https://www.india.gov.in/my-government/schemes/search?keyword=Financial%20Assistance%20for%20setting%20up%20of%20Ornamental%20Fish%20Unit%20in%20Goa,,,,,,,,
india.gov.in,iddsg,Integrated Dairy Development Scheme Gujarat,"Under this scheme, tribal women beneficiaries are provided with milch cattle, dairy equipment, and financial assistance of up to ₹90,000 per unit.",,"Agriculture,Rural & Environment",,Financial Assistance; Women; Animal Husbandry; Subsidy,https://www.india.gov.in/my-government/schemes/search?keyword=Integrated%20Dairy%20Development%20Scheme%20Gujarat,,,,,,,,
india.gov.in,sib,Supply of Insulated Boxes,"A subsidy to the extent of 75% of the cost for the purchase of an insulated box of at least 50 liters capacity. Only the fisherman engaged in selling and marketing fish, fishing at sea with a canoe, and fishing at sea with a mechanized fishing vessel with upto 6-cylinder engines are eligible.",,"Agriculture,Rural & Environment",,Fishermen; Fish; Marketing; Financial Assistance; Subsidy,https://www.india.gov.in/my-government/schemes/search?keyword=Supply%20of%20Insulated%20Boxes,,,,,,,,
india.gov.in,cmmfbdsf-faascdmf,"""Conversion/Modernisation of Mechanised Fishing Boats for Deep Sea Fishing"" under ""Financial Assistance for Availing Subsidy Components for the Development of Marine Fisheries""","The scheme ""Conversion/Modernisation of Mechanised Fishing Boats for Deep Sea Fishing"" is introduced by the Dept of Fisheries and Fishermen Welfare, Govt of Puducherry to increase marine fish production by extending grants for the conversion/modernization of mechanized boats for deep-sea fishing.",,"Agriculture,Rural & Environment",,Boat; Subsidy; Fisherman; Financial Assistance; Marine,https://www.india.gov.in/my-government/schemes/search?keyword=%22Conversion/Modernisation%20of%20Mechanised%20Fishing%20Boats%20for%20Deep%20Sea%20Fishing%22%20under%20%22Financial%20Assistance%20for%20Availing%20Subsidy%20Components%20for%20the%20Development%20of%20Marine%20Fisheries%22,,,,,,,,
india.gov.in,sostupm-atisis,"""Subsidy for Orthodox & Speciality Tea Unit for Plant & Machinery"" under the ""Assam Tea Industries Special Incentives Scheme""","The scheme aims to ensure long-term financial sustainability of the Tea industry and to incentivize manufacturers to move from Crush, Tear, Curl tea to Orthodox tea production. The scheme is implemented by the Finance Department and the Industries & Commerce Department, Government of Assam.",,"Agriculture,Rural & Environment; Banking,Financial Services and Insurance",,Subsidy; Tea; Production; Incentive; Industry; Machinery,https://www.india.gov.in/my-government/schemes/search?keyword=%22Subsidy%20for%20Orthodox%20%26%20Speciality%20Tea%20Unit%20for%20Plant%20%26%20Machinery%22%20under%20the%20%22Assam%20Tea%20Industries%20Special%20Incentives%20Scheme%22,,,,,,,,
india.gov.in,enffhr,PMMSY: Establishment of New Freshwater Fin Fish Hatcheries-Haryana,"The scheme aims to support the establishment of new freshwater finfish hatcheries. Through this scheme, financial assistance in the form of subsidies is provided to beneficiaries for setting up these hatcheries.",,"Agriculture,Rural & Environment",,Financial Assistance; Subsidy; Setting Up; Hatcheries,https://www.india.gov.in/my-government/schemes/search?keyword=PMMSY%3A%20Establishment%20of%20New%20Freshwater%20Fin%20Fish%20Hatcheries-Haryana,,,,,,,,
india.gov.in,gsevp,Gujarat State Electric Vehicle Policy,The policy aims to transition Gujarat's transportation sector towards electric mobility and establish the state as a manufacturing hub for electric vehicles. It provides subsidies for electric vehicle purchases and charging infrastructure development to promote sustainable transportation.,,"Transport & Infrastructure; Agriculture,Rural & Environment",,Vehicle; Manufacturing; Subsidy; Infrastructure; Transport; Technology; Environment,https://www.india.gov.in/my-government/schemes/search?keyword=Gujarat%20State%20Electric%20Vehicle%20Policy,,,,,,,,
india.gov.in,fpvam,Food Processing and Value Addition Management,"The scheme aims to promote the establishment of food processing units in Uttarakhand, enhance value addition in agricultural and horticultural products, support entrepreneurs with financial assistance, and strengthen the state’s food processing ecosystem.",,"Agriculture,Rural & Environment; Business & Entrepreneurship",,Food Processing Unit; Value Addition; Subsidy; Entrepreneur,https://www.india.gov.in/my-government/schemes/search?keyword=Food%20Processing%20and%20Value%20Addition%20Management,,,,,,,,
india.gov.in,faotaaonw,Scheme for the Welfare of Schedule Caste Families in Fisheries Sector: Subsidy on Annual Auction of Notified Waters,The objective of the scheme is to provide full-time employment to individuals from Scheduled Caste families in the fisheries sector and uplift their socio-economic status by promoting fish farming through subsidization of fishing contract costs in designated water bodies.,,"Agriculture,Rural & Environment",,Financial Assistance; Subsidy; Auction; Waters; Fish Culture,https://www.india.gov.in/my-government/schemes/search?keyword=Scheme%20for%20the%20Welfare%20of%20Schedule%20Caste%20Families%20in%20Fisheries%20Sector%3A%20Subsidy%20on%20Annual%20Auction%20of%20Notified%20Waters,,,,,,,,
india.gov.in,sms-mj,Solar Home System (Manohar Jyoti),"The ""Solar Home System (Manohar Jyoti)"" by the Renewable Energy Department, Government of Haryana, aims to promote renewable energy adoption and ensure sustainable power access through solar solutions. Through this scheme, a subsidized solar home lighting system is provided to families.",,"Agriculture,Rural & Environment",,Solar Home System; Renewable Energy; Solar Subsidy,https://www.india.gov.in/my-government/schemes/search?keyword=Solar%20Home%20System%20%28Manohar%20Jyoti%29,,,,,,,,
